,reinspection,recent_inspection,task_force,special_event,canvass,closeup,liquor,fire,no_entry,complaint,license,risk,prev_fail,cumulative_failures,ever_failed,cumulative_inspections,proportion_past_failures,days_since_last_inspection,tmax,tmin,tmax_3,tmax_5,ward,police_district,cluster,crime_count_theft,crime_count_burglary,crime_count_other_crime,sanitation_violation_count,inspection_week,risk_description_All,risk_description_Missing,risk_description_Risk 1 (High),risk_description_Risk 2 (Medium),risk_description_Risk 3 (Low),conditional_approval_Missing,conditional_approval_N,conditional_approval_Y,license_status_AAC,license_status_AAI,license_status_Missing,license_status_REV,inspection_weekday_Friday,inspection_weekday_Monday,inspection_weekday_Saturday,inspection_weekday_Sunday,inspection_weekday_Thursday,inspection_weekday_Tuesday,inspection_weekday_Wednesday
1273,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,289.0,82.0,65.0,75.6666666667,78.4,48.0,20.0,8864.0,19.0,5.0,40.0,33.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,505.0,82.0,65.0,75.6666666667,78.4,33.0,17.0,8654.0,23.0,6.0,72.0,48.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0.0,169.0,82.0,65.0,75.6666666667,78.4,8.0,4.0,2585.0,11.0,4.0,82.0,22.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0.0,298.0,82.0,65.0,75.6666666667,78.4,43.0,18.0,7273.0,65.0,0.0,20.0,14.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,1,0,0,0,0,0,0,0,0,1,0,1,1,3,1,15,0.2,8.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,6360.0,81.0,15.0,187.0,54.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,252.0,82.0,65.0,75.6666666667,78.4,20.0,9.0,4070.0,14.0,1.0,119.0,30.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,0.0,318.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
609,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,12,0.0,339.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,2885.0,20.0,3.0,79.0,16.0,37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,291.0,82.0,65.0,75.6666666667,78.4,42.0,18.0,6875.0,107.0,5.0,97.0,38.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0.0,364.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,2981.0,14.0,3.0,115.0,36.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,1,0,0,0,1,0,0,0,0,0,0,1,1,5,1,15,0.333333333333,7.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,7272.0,57.0,6.0,38.0,68.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,0.0,325.0,82.0,65.0,75.6666666667,78.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,0.0,0.0,82.0,65.0,75.6666666667,78.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0.0,280.0,82.0,65.0,75.6666666667,78.4,32.0,19.0,7962.0,15.0,6.0,18.0,114.0,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0.0,326.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,82.0,65.0,75.6666666667,78.4,33.0,17.0,8554.0,7.0,10.0,44.0,60.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,162.0,82.0,65.0,75.6666666667,78.4,0.0,0.0,6275.0,352.0,6.0,377.0,26.0,37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,1,0,0,0,0,0,0,0,0,1,0,1,1,5,1,16,0.3125,8.0,82.0,65.0,75.6666666667,78.4,5.0,2.0,4183.0,26.0,2.0,44.0,24.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,26,0.0,108.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,4364.0,21.0,6.0,118.0,73.0,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1228,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,3.0,87.0,66.0,80.6666666667,79.4,33.0,17.0,8554.0,7.0,10.0,44.0,60.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1234,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,0.0,0.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,8729.0,19.0,0.0,11.0,2.0,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1218,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,0.0,87.0,66.0,80.6666666667,79.4,4.0,1.0,5878.0,44.0,0.0,51.0,0.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1219,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,0.0,291.0,87.0,66.0,80.6666666667,79.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1220,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0.0,132.0,87.0,66.0,80.6666666667,79.4,45.0,17.0,8249.0,19.0,12.0,75.0,77.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1221,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,74.0,87.0,66.0,80.6666666667,79.4,27.0,12.0,6164.0,31.0,0.0,21.0,4.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1222,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,14,0.0,108.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,3278.0,38.0,6.0,219.0,115.0,38,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1231,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,40.0,87.0,66.0,80.6666666667,79.4,50.0,17.0,9353.0,40.0,1.0,22.0,6.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1223,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,616.0,87.0,66.0,80.6666666667,79.4,35.0,17.0,8650.0,44.0,3.0,96.0,60.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1224,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0.0,0.0,87.0,66.0,80.6666666667,79.4,42.0,1.0,6274.0,232.0,3.0,173.0,35.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1227,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0.0,307.0,87.0,66.0,80.6666666667,79.4,32.0,19.0,7962.0,15.0,6.0,18.0,114.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1225,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,0.0,291.0,87.0,66.0,80.6666666667,79.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1229,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0.0,132.0,87.0,66.0,80.6666666667,79.4,4.0,2.0,4479.0,19.0,6.0,66.0,31.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1230,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,195.0,87.0,66.0,80.6666666667,79.4,4.0,1.0,6174.0,50.0,2.0,141.0,44.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1226,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,174.0,87.0,66.0,80.6666666667,79.4,50.0,24.0,9359.0,16.0,11.0,101.0,91.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1233,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,9,0.0,0.0,87.0,66.0,80.6666666667,79.4,43.0,0.0,7468.0,35.0,0.0,49.0,13.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1235,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,87.0,66.0,80.6666666667,79.4,5.0,2.0,4084.0,49.0,3.0,55.0,16.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1262,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,474.0,87.0,66.0,80.6666666667,79.4,39.0,17.0,8854.0,16.0,5.0,33.0,39.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1236,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0.0,0.0,87.0,66.0,80.6666666667,79.4,44.0,19.0,7965.0,18.0,9.0,27.0,29.0,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1242,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0.0,0.0,87.0,66.0,80.6666666667,79.4,5.0,2.0,3984.0,13.0,6.0,21.0,11.0,38,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1264,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0.0,917.0,87.0,66.0,80.6666666667,79.4,32.0,19.0,7860.0,16.0,5.0,44.0,125.0,38,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1263,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0.0,747.0,87.0,66.0,80.6666666667,79.4,42.0,1.0,6373.0,162.0,9.0,185.0,77.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1243,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,5.0,87.0,66.0,80.6666666667,79.4,42.0,1.0,6475.0,242.0,8.0,204.0,40.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1241,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,336.0,87.0,66.0,80.6666666667,79.4,48.0,20.0,8966.0,12.0,2.0,15.0,13.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1244,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,7,0.142857142857,21.0,87.0,66.0,80.6666666667,79.4,42.0,1.0,6373.0,162.0,9.0,185.0,77.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1245,1,0,0,0,1,0,0,0,0,0,0,1,1,3,1,8,0.375,10.0,87.0,66.0,80.6666666667,79.4,4.0,1.0,6173.0,39.0,2.0,64.0,16.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1240,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,87.0,66.0,80.6666666667,79.4,3.0,1.0,5875.0,38.0,5.0,87.0,45.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1246,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0.0,294.0,87.0,66.0,80.6666666667,79.4,45.0,17.0,8248.0,20.0,5.0,38.0,23.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1248,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,87.0,66.0,80.6666666667,79.4,47.0,19.0,8661.0,23.0,6.0,28.0,40.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1266,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,3.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,4081.0,7.0,11.0,24.0,16.0,38,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1249,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0.0,0.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,8835.0,4.0,3.0,15.0,15.0,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1217,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,0.0,466.0,87.0,66.0,80.6666666667,79.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1251,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0.0,304.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,6876.0,19.0,0.0,13.0,3.0,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1261,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0.0,299.0,87.0,66.0,80.6666666667,79.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1239,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30,0.0,39.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,6255.0,20.0,2.0,111.0,12.0,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1238,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0.0,398.0,87.0,66.0,80.6666666667,79.4,8.0,3.0,3080.0,28.0,11.0,112.0,45.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1260,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,87.0,66.0,80.6666666667,79.4,47.0,19.0,8462.0,13.0,4.0,19.0,25.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1252,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,7,0.142857142857,4.0,87.0,66.0,80.6666666667,79.4,42.0,1.0,6373.0,162.0,9.0,185.0,77.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1253,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0.0,320.0,87.0,66.0,80.6666666667,79.4,33.0,17.0,8255.0,38.0,5.0,66.0,37.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1254,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,304.0,87.0,66.0,80.6666666667,79.4,2.0,14.0,4075.0,23.0,13.0,96.0,20.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1237,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,87.0,66.0,80.6666666667,79.4,12.0,9.0,4861.0,4.0,0.0,11.0,13.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1250,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,87.0,66.0,80.6666666667,79.4,23.0,8.0,4148.0,9.0,5.0,46.0,75.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1216,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0.0,0.0,87.0,66.0,80.6666666667,79.4,4.0,1.0,6174.0,50.0,2.0,141.0,44.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1265,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,367.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,8537.0,4.0,3.0,22.0,14.0,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1214,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0.0,0.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,8767.0,39.0,9.0,160.0,56.0,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1259,1,0,0,0,1,0,0,0,0,0,0,1,1,3,1,10,0.3,10.0,87.0,66.0,80.6666666667,79.4,0.0,16.0,9604.0,0.0,0.0,0.0,0.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1258,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0.0,409.0,87.0,66.0,80.6666666667,79.4,8.0,3.0,3180.0,9.0,7.0,48.0,52.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1257,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0.0,420.0,87.0,66.0,80.6666666667,79.4,44.0,19.0,7866.0,23.0,3.0,27.0,66.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1215,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0.0,0.0,87.0,66.0,80.6666666667,79.4,28.0,11.0,6245.0,41.0,3.0,436.0,102.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1255,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,0.0,87.0,66.0,80.6666666667,79.4,5.0,2.0,3982.0,12.0,0.0,10.0,7.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1204,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,3.0,87.0,66.0,80.6666666667,79.4,42.0,1.0,6275.0,352.0,6.0,377.0,26.0,38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1205,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0.0,284.0,87.0,66.0,80.6666666667,79.4,32.0,19.0,7464.0,33.0,2.0,31.0,53.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1256,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0.0,0.0,87.0,66.0,80.6666666667,79.4,43.0,18.0,7467.0,12.0,1.0,34.0,14.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1207,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0.0,340.0,87.0,66.0,80.6666666667,79.4,41.0,16.0,9330.0,5.0,0.0,19.0,29.0,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1208,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,489.0,87.0,66.0,80.6666666667,79.4,42.0,18.0,6574.0,410.0,13.0,360.0,42.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1209,1,0,0,0,1,0,0,0,0,0,0,1,1,3,1,9,0.333333333333,4.0,87.0,66.0,80.6666666667,79.4,44.0,19.0,7770.0,53.0,8.0,47.0,82.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1210,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,0.0,0.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,8465.0,12.0,7.0,24.0,20.0,38,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1211,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,87.0,66.0,80.6666666667,79.4,42.0,18.0,6676.0,200.0,7.0,224.0,26.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1212,1,0,0,0,1,0,0,0,0,0,0,1,1,3,1,8,0.375,75.0,87.0,66.0,80.6666666667,79.4,0.0,0.0,7268.0,29.0,10.0,36.0,120.0,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1213,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,6,0.166666666667,20.0,87.0,66.0,80.6666666667,79.4,50.0,24.0,9358.0,10.0,7.0,57.0,54.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1206,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0.0,160.0,87.0,66.0,80.6666666667,79.4,6.0,6.0,2480.0,14.0,4.0,92.0,40.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
