,reinspection,recent_inspection,task_force,special_event,canvass,closeup,liquor,fire,no_entry,complaint,license,risk,prev_fail,cumulative_failures,ever_failed,cumulative_inspections,proportion_past_failures,days_since_last_inspection,tmax,tmin,tmax_3,tmax_5,ward,police_district,cluster,crime_count_theft,crime_count_burglary,crime_count_other_crime,sanitation_violation_count,inspection_week,risk_description_All,risk_description_Missing,risk_description_Risk 1 (High),risk_description_Risk 2 (Medium),risk_description_Risk 3 (Low),conditional_approval_Missing,conditional_approval_N,conditional_approval_Y,license_status_AAC,license_status_AAI,license_status_Missing,license_status_REV,inspection_weekday_Friday,inspection_weekday_Monday,inspection_weekday_Saturday,inspection_weekday_Sunday,inspection_weekday_Thursday,inspection_weekday_Tuesday,inspection_weekday_Wednesday
303,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,68.0,57.0,75.6666666667,73.2,8.0,4.0,2484.0,19.0,14.0,55.0,26.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
305,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0.0,331.0,68.0,57.0,75.6666666667,73.2,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0.0,0.0,68.0,57.0,75.6666666667,73.2,50.0,0.0,9957.0,3.0,2.0,4.0,19.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
271,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,15,0.0,0.0,59.0,49.0,67.6666666667,71.4,18.0,8.0,2861.0,23.0,4.0,69.0,36.0,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
249,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,7845.0,27.0,8.0,104.0,51.0,42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,113.0,59.0,49.0,67.6666666667,71.4,42.0,18.0,6573.0,76.0,7.0,115.0,36.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
241,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0.0,513.0,59.0,49.0,67.6666666667,71.4,44.0,19.0,7771.0,26.0,6.0,46.0,25.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
246,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,287.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,8767.0,39.0,9.0,160.0,56.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
247,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0.0,818.0,59.0,49.0,67.6666666667,71.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
248,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,59.0,49.0,67.6666666667,71.4,17.0,6.0,2970.0,38.0,24.0,232.0,81.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
251,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19,0.0,184.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,4470.0,15.0,0.0,31.0,30.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
272,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,0.0,574.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
253,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0.5,1.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,7957.0,3.0,1.0,1.0,8.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
287,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,6,0.166666666667,6.0,59.0,49.0,67.6666666667,71.4,50.0,24.0,9361.0,22.0,9.0,48.0,17.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
286,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0.5,7.0,59.0,49.0,67.6666666667,71.4,2.0,19.0,7466.0,26.0,1.0,26.0,27.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
285,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0.0,339.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
270,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0.0,0.0,59.0,49.0,67.6666666667,71.4,32.0,14.0,7463.0,32.0,0.0,19.0,25.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
284,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0.0,360.0,59.0,49.0,67.6666666667,71.4,31.0,25.0,7845.0,27.0,8.0,104.0,51.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
283,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,0.0,59.0,49.0,67.6666666667,71.4,49.0,24.0,9963.0,229.0,7.0,347.0,39.0,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
282,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0.0,149.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,9360.0,19.0,6.0,74.0,57.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
252,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,0.333333333333,7.0,59.0,49.0,67.6666666667,71.4,1.0,14.0,6863.0,32.0,12.0,40.0,68.0,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
280,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,4,0.5,13.0,59.0,49.0,67.6666666667,71.4,41.0,16.0,9528.0,4.0,4.0,35.0,15.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
279,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,7643.0,16.0,4.0,59.0,51.0,42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
278,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,59.0,49.0,67.6666666667,71.4,32.0,19.0,7666.0,22.0,4.0,25.0,62.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
277,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0.0,126.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,6068.0,17.0,8.0,27.0,44.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
276,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,59.0,49.0,67.6666666667,71.4,5.0,2.0,3884.0,1.0,1.0,8.0,2.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
274,1,0,0,0,1,0,0,0,0,0,0,1,1,4,1,12,0.333333333333,7.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,4266.0,6.0,7.0,110.0,37.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
273,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0.0,602.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
288,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,0.0,183.0,59.0,49.0,67.6666666667,71.4,39.0,17.0,8251.0,12.0,3.0,42.0,75.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
269,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,7445.0,19.0,2.0,61.0,25.0,42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
281,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0.0,0.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,7643.0,16.0,4.0,59.0,51.0,42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
268,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0.0,287.0,59.0,49.0,67.6666666667,71.4,48.0,20.0,8767.0,39.0,9.0,160.0,56.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
255,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,7048.0,22.0,3.0,119.0,33.0,42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
256,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0.0,93.0,59.0,49.0,67.6666666667,71.4,50.0,24.0,9358.0,10.0,7.0,57.0,54.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
257,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.0,34.0,59.0,49.0,67.6666666667,71.4,33.0,17.0,8257.0,15.0,0.0,26.0,489.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
258,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0.0,178.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,6275.0,352.0,6.0,377.0,26.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
259,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0.0,674.0,59.0,49.0,67.6666666667,71.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
260,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0.0,818.0,59.0,49.0,67.6666666667,71.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
261,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0.0,0.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,3883.0,4.0,0.0,10.0,6.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
254,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,125.0,59.0,49.0,67.6666666667,71.4,44.0,19.0,7769.0,52.0,4.0,88.0,53.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
263,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0.0,167.0,59.0,49.0,67.6666666667,71.4,0.0,0.0,7250.0,9.0,4.0,121.0,68.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
264,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,443.0,59.0,49.0,67.6666666667,71.4,7.0,4.0,2688.0,5.0,4.0,22.0,7.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
265,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0.0,338.0,59.0,49.0,67.6666666667,71.4,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
266,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,13,0.307692307692,7.0,59.0,49.0,67.6666666667,71.4,46.0,19.0,8169.0,40.0,3.0,77.0,30.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
262,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0.5,27.0,59.0,49.0,67.6666666667,71.4,42.0,18.0,6573.0,76.0,7.0,115.0,36.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
267,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0.0,1645.0,59.0,49.0,67.6666666667,71.4,35.0,17.0,8451.0,13.0,4.0,47.0,83.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
237,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0.0,763.0,53.0,46.0,60.0,67.8,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,505.0,53.0,46.0,60.0,67.8,16.0,7.0,3368.0,12.0,2.0,91.0,18.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
231,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0.0,0.0,53.0,46.0,60.0,67.8,0.0,0.0,3883.0,4.0,0.0,10.0,6.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,53.0,46.0,60.0,67.8,25.0,10.0,5464.0,1.0,0.0,7.0,6.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,164.0,53.0,46.0,60.0,67.8,30.0,17.0,7852.0,25.0,7.0,67.0,81.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
234,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,8,0.125,7.0,53.0,46.0,60.0,67.8,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,0.0,53.0,46.0,60.0,67.8,41.0,16.0,9341.0,6.0,2.0,12.0,20.0,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
238,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0.0,0.0,53.0,46.0,60.0,67.8,40.0,20.0,9057.0,6.0,3.0,37.0,55.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,14,0.0714285714286,7.0,53.0,46.0,60.0,67.8,13.0,8.0,3851.0,12.0,7.0,25.0,26.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,14.0,53.0,46.0,60.0,67.8,0.0,0.0,5077.0,68.0,3.0,82.0,70.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,485.0,53.0,46.0,60.0,67.8,27.0,12.0,6468.0,28.0,8.0,36.0,32.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,357.0,53.0,46.0,60.0,67.8,0.0,0.0,7751.0,21.0,4.0,95.0,81.0,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0.0,189.0,53.0,46.0,60.0,67.8,49.0,24.0,9763.0,27.0,7.0,90.0,32.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
229,1,0,0,0,0,0,0,0,0,1,0,1,1,4,1,15,0.266666666667,7.0,53.0,46.0,60.0,67.8,25.0,9.0,5573.0,67.0,6.0,110.0,63.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,280.0,53.0,46.0,60.0,67.8,48.0,20.0,9067.0,27.0,5.0,82.0,42.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,281.0,53.0,46.0,60.0,67.8,33.0,17.0,7856.0,16.0,6.0,41.0,63.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0.0,24.0,53.0,46.0,60.0,67.8,1.0,12.0,6564.0,26.0,4.0,53.0,44.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
217,1,0,0,0,1,0,0,0,0,0,0,1,1,4,1,11,0.363636363636,7.0,53.0,46.0,60.0,67.8,47.0,20.0,9346.0,1.0,0.0,2.0,1.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0.0,0.0,53.0,46.0,60.0,67.8,11.0,1.0,5972.0,161.0,1.0,136.0,3.0,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0.0,763.0,53.0,46.0,60.0,67.8,32.0,19.0,7860.0,16.0,5.0,44.0,125.0,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0.0,0.0,53.0,46.0,60.0,67.8,0.0,0.0,6764.0,29.0,10.0,47.0,57.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,1.0,53.0,46.0,60.0,67.8,49.0,24.0,9963.0,229.0,7.0,347.0,39.0,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0.0,133.0,53.0,46.0,60.0,67.8,6.0,7.0,3270.0,8.0,8.0,127.0,39.0,42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,17.0,53.0,46.0,60.0,67.8,50.0,24.0,9359.0,16.0,11.0,101.0,91.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
227,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,6,0.333333333333,7.0,53.0,46.0,60.0,67.8,45.0,0.0,8245.0,107.0,5.0,97.0,31.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,53.0,46.0,60.0,67.8,25.0,9.0,5473.0,14.0,5.0,38.0,50.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,53.0,46.0,60.0,67.8,22.0,8.0,4446.0,9.0,3.0,24.0,32.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0.0,107.0,53.0,46.0,60.0,67.8,44.0,19.0,7970.0,51.0,7.0,51.0,51.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,280.0,53.0,46.0,60.0,67.8,48.0,20.0,9067.0,27.0,5.0,82.0,42.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,233.0,53.0,46.0,60.0,67.8,27.0,12.0,6262.0,24.0,3.0,125.0,7.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0.0,312.0,53.0,46.0,60.0,67.8,1.0,14.0,6862.0,47.0,11.0,37.0,89.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0.0,899.0,53.0,46.0,60.0,67.8,0.0,16.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0.0,254.0,53.0,46.0,60.0,67.8,48.0,20.0,9067.0,27.0,5.0,82.0,42.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,155.0,53.0,46.0,60.0,67.8,6.0,7.0,3270.0,8.0,8.0,127.0,39.0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0.0,800.0,53.0,46.0,60.0,67.8,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
